Date,Open,High,Low,Close
5/30/2013,14072.90,14098.16,13555.66,13589.03
5/31/2013,13804.23,13916.56,13681.39,13774.54
6/3/2013,13551.36,13562.87,13261.82,13261.82
6/4/2013,13186.60,13610.25,13060.94,13533.76
6/5/2013,13566.75,13711.42,13011.16,13014.87
6/6/2013,12925.29,13238.53,12862.02,12904.02
6/7/2013,12706.41,13106.20,12548.20,12877.53
6/10/2013,13141.85,13514.20,13141.37,13514.20
6/11/2013,13504.77,13584.31,13296.31,13317.62
6/12/2013,13087.66,13332.72,12994.08,13289.32
6/13/2013,13038.02,13050.11,12415.85,12445.38
6/14/2013,12668.90,12900.65,12629.31,12686.52
6/17/2013,12584.37,13033.12,12549.82,13033.12
6/18/2013,13015.15,13139.48,12919.03,13007.28
6/19/2013,13233.08,13296.62,13107.65,13245.22
6/20/2013,13101.85,13190.82,12966.41,13014.58
6/21/2013,12787.87,13330.35,12702.67,13230.13
6/24/2013,13417.54,13426.13,13026.23,13062.78
6/25/2013,13081.62,13234.89,12758.22,12969.34
6/26/2013,13152.75,13189.84,12826.51,12834.01
6/27/2013,12968.72,13213.55,12873.50,13213.55
6/28/2013,13383.92,13724.44,13354.70,13677.32
7/1/2013,13746.72,13862.71,13562.70,13852.50
7/2/2013,13969.15,14098.74,13898.54,14098.74
7/3/2013,14149.99,14164.77,13984.08,14055.56
7/4/2013,13970.27,14093.02,13962.30,14018.93
7/5/2013,14150.85,14309.97,14149.50,14309.97
7/8/2013,14491.07,14497.65,14109.34,14109.34
7/9/2013,14295.44,14472.90,14186.03,14472.90
7/10/2013,14464.82,14555.33,14287.69,14416.60
7/11/2013,14275.26,14496.67,14275.26,14472.58
7/12/2013,14475.17,14574.17,14417.30,14506.25
7/16/2013,14594.88,14638.80,14550.89,14599.12
7/17/2013,14491.80,14615.04,14460.56,14615.04
7/18/2013,14645.25,14827.73,14645.25,14808.50
7/19/2013,14909.76,14953.29,14413.28,14589.91
7/22/2013,14770.02,14770.02,14514.29,14658.04
7/23/2013,14555.36,14820.18,14549.06,14778.51
7/24/2013,14719.64,14751.87,14630.68,14731.28
7/25/2013,14747.21,14748.77,14533.21,14562.93
7/26/2013,14339.39,14376.01,14114.52,14129.98
7/29/2013,13899.27,13953.85,13661.13,13661.13
7/30/2013,13634.20,13909.45,13613.78,13869.82
7/31/2013,13733.55,13836.03,13644.21,13668.32
8/1/2013,13674.50,14005.77,13645.61,14005.77
8/2/2013,14178.66,14466.16,14146.92,14466.16
8/5/2013,14318.21,14370.98,14225.50,14258.04
8/6/2013,14237.10,14401.06,14031.61,14401.06
8/7/2013,14155.95,14164.70,13824.94,13824.94
8/8/2013,13779.47,14031.14,13556.65,13605.56
8/9/2013,13673.49,13754.96,13527.81,13615.19
8/12/2013,13469.70,13658.86,13430.64,13519.43
8/13/2013,13696.36,13867.00,13689.49,13867.00
8/14/2013,13936.74,14050.16,13747.18,14050.16
8/15/2013,13845.64,13981.16,13711.12,13752.94
8/16/2013,13532.61,13739.52,13532.61,13650.11
8/19/2013,13669.74,13758.13,13589.78,13758.13
8/20/2013,13632.96,13730.09,13383.18,13396.38
8/21/2013,13431.28,13499.99,13250.36,13424.33
8/22/2013,13314.05,13447.33,13238.73,13365.17
8/23/2013,13583.76,13774.66,13575.40,13660.55
8/26/2013,13719.56,13741.49,13586.84,13636.28
8/27/2013,13551.75,13678.79,13517.10,13542.37
8/28/2013,13285.03,13392.57,13188.14,13338.46
8/29/2013,13382.95,13463.14,13364.82,13459.71
8/30/2013,13573.24,13615.98,13335.91,13388.86
9/2/2013,13438.07,13613.48,13407.53,13572.92
9/3/2013,13748.68,13978.44,13748.68,13978.44
9/4/2013,13875.17,14056.88,13843.61,14053.87
9/5/2013,14140.20,14156.50,13981.52,14064.82
9/6/2013,14088.41,14099.13,13834.52,13860.81
9/9/2013,14141.67,14251.46,14117.68,14205.23
9/10/2013,14318.72,14441.81,14296.78,14423.36
9/11/2013,14511.74,14561.46,14422.72,14425.07
9/12/2013,14397.90,14455.37,14321.57,14387.27
9/13/2013,14316.70,14439.93,14233.12,14404.67
9/17/2013,14456.99,14474.53,14311.67,14311.67
9/18/2013,14411.55,14625.97,14396.41,14505.36
9/19/2013,14680.40,14766.18,14581.79,14766.18
9/20/2013,14801.64,14816.65,14702.25,14742.42
9/24/2013,14626.04,14767.72,14607.27,14732.61
9/25/2013,14713.03,14737.98,14620.53,14620.53
9/26/2013,14553.06,14799.12,14410.52,14799.12
9/27/2013,14803.99,14817.50,14699.21,14760.07
9/30/2013,14530.62,14619.24,14425.82,14455.80
10/1/2013,14517.98,14642.97,14471.70,14484.72
10/2/2013,14492.47,14569.20,14114.54,14170.49
10/3/2013,14140.11,14219.89,14082.31,14157.25
10/4/2013,14029.73,14149.77,13944.27,14024.31
10/7/2013,14057.79,14073.23,13841.93,13853.32
10/8/2013,13794.74,13929.64,13748.94,13894.61
10/9/2013,13789.89,14037.84,13751.85,14037.84
10/10/2013,14097.62,14200.31,14077.03,14194.71
10/11/2013,14376.89,14447.87,14320.30,14404.74
10/15/2013,14510.27,14510.37,14415.76,14441.54
10/16/2013,14433.64,14493.67,14417.61,14467.14
10/17/2013,14640.08,14664.22,14492.67,14586.51
10/18/2013,14589.60,14610.09,14503.09,14561.54
10/21/2013,14624.03,14727.85,14624.03,14693.57
10/22/2013,14677.08,14747.77,14641.78,14713.25
10/23/2013,14784.41,14799.28,14426.05,14426.05
10/24/2013,14344.74,14499.52,14273.71,14486.41
10/25/2013,14439.14,14442.12,14088.19,14088.19
10/28/2013,14261.65,14400.32,14194.42,14396.04
10/29/2013,14288.72,14395.96,14224.59,14325.98
10/30/2013,14464.67,14526.88,14425.58,14502.35
10/31/2013,14474.01,14516.08,14324.17,14327.94
11/1/2013,14403.07,14411.05,14126.41,14201.57
11/5/2013,14319.75,14323.24,14141.82,14225.37
11/6/2013,14155.34,14407.69,14130.86,14337.31
11/7/2013,14355.56,14371.56,14222.03,14228.44
11/8/2013,14026.17,14122.28,14026.17,14086.80
11/11/2013,14271.48,14304.29,14208.13,14269.84
11/12/2013,14289.87,14588.68,14278.21,14588.68
11/13/2013,14527.97,14599.53,14490.92,14567.16
11/14/2013,14665.75,14966.43,14665.75,14876.41
11/15/2013,15034.33,15203.11,14994.70,15165.92
11/18/2013,15253.24,15273.61,15106.82,15164.30
11/19/2013,15096.63,15163.06,15020.33,15126.56
11/20/2013,15176.35,15209.67,15069.98,15076.08
11/21/2013,15176.65,15377.00,15168.47,15365.60
11/22/2013,15513.45,15579.39,15307.44,15381.72
11/25/2013,15504.78,15619.13,15469.87,15619.13
11/26/2013,15501.95,15577.97,15460.97,15515.24
11/27/2013,15414.52,15512.76,15414.52,15449.63
11/28/2013,15622.19,15729.09,15605.73,15727.12
11/29/2013,15661.43,15727.96,15507.17,15661.87
12/2/2013,15659.74,15703.02,15579.54,15655.07
12/3/2013,15747.54,15794.15,15661.90,15749.66
12/4/2013,15520.20,15579.36,15326.06,15407.94
12/5/2013,15354.53,15430.20,15139.12,15177.49
12/6/2013,15112.54,15327.37,15112.54,15299.86
12/9/2013,15556.60,15650.21,15547.29,15650.21
12/10/2013,15633.97,15633.97,15562.06,15611.31
12/11/2013,15509.93,15562.30,15386.11,15515.06
12/12/2013,15377.32,15392.66,15255.36,15341.82
12/13/2013,15316.89,15532.94,15251.45,15403.11
12/16/2013,15408.35,15408.35,15146.13,15152.91
12/17/2013,15290.22,15322.13,15248.42,15278.63
12/18/2013,15273.24,15588.42,15268.18,15587.80
12/19/2013,15809.43,15891.82,15798.85,15859.22
12/20/2013,15790.69,15870.42,15755.36,15870.42
12/25/2013,15861.13,16010.54,15853.51,16009.99
12/26/2013,16087.07,16186.04,16082.28,16174.44
12/27/2013,16229.43,16232.69,16056.73,16178.94
12/30/2013,16269.22,16320.22,16182.71,16291.31
1/6/2014,16147.54,16164.01,15864.44,15908.88
1/7/2014,15835.41,15935.37,15784.25,15814.37
1/8/2014,15943.68,16121.45,15906.57,16121.45
1/9/2014,16002.88,16004.56,15838.44,15880.33
1/10/2014,15785.15,15922.14,15754.70,15912.06
1/14/2014,15657.20,15661.71,15383.69,15422.40
1/15/2014,15649.07,15808.73,15636.57,15808.73
1/16/2014,15845.15,15941.08,15710.14,15747.20
1/17/2014,15695.46,15783.37,15621.80,15734.46
1/20/2014,15724.14,15727.26,15574.23,15641.68
1/21/2014,15710.89,15894.68,15705.84,15795.96
1/22/2014,15749.01,15870.53,15631.41,15820.96
1/23/2014,15900.63,15958.58,15690.45,15695.89
1/24/2014,15473.57,15485.02,15288.32,15391.56
1/27/2014,15091.45,15109.68,14933.55,15005.73
1/28/2014,15038.64,15088.12,14952.83,14980.16
1/29/2014,15164.34,15383.91,15159.92,15383.91
1/30/2014,15112.70,15112.70,14853.83,15007.06
1/31/2014,15132.23,15143.88,14764.57,14914.53
2/3/2014,14788.56,14846.93,14615.05,14619.13
2/4/2014,14353.33,14355.92,14008.47,14008.47
2/5/2014,14213.10,14245.06,13995.86,14180.38
2/6/2014,14233.42,14308.07,14155.12,14155.12
2/7/2014,14387.11,14471.95,14356.59,14462.41
2/10/2014,14647.83,14725.92,14568.30,14718.34
2/12/2014,14821.73,14874.79,14769.04,14800.06
2/13/2014,14785.84,14787.62,14488.32,14534.74
2/14/2014,14538.20,14678.71,14243.17,14313.03
2/17/2014,14343.73,14427.95,14214.60,14393.11
2/18/2014,14514.47,14900.24,14469.49,14843.24
2/19/2014,14729.48,14805.66,14679.19,14766.53
2/20/2014,14701.14,14731.48,14428.73,14449.18
2/21/2014,14618.61,14888.81,14618.61,14865.67
2/24/2014,14803.64,14982.53,14658.14,14837.68
2/25/2014,15002.51,15094.54,14957.49,15051.60
2/26/2014,14896.49,15084.53,14896.49,14970.97
2/27/2014,14939.87,15015.01,14844.37,14923.11
2/28/2014,14929.55,14943.65,14735.52,14841.07
3/3/2014,14666.93,14684.70,14443.10,14652.23
3/4/2014,14553.95,14750.09,14546.34,14721.48
3/5/2014,14905.95,14992.19,14897.63,14897.63
3/6/2014,14933.76,15203.12,14871.56,15134.75
3/7/2014,15280.76,15312.60,15145.59,15274.07
3/10/2014,15197.53,15266.12,15088.11,15120.14
3/11/2014,15179.47,15256.03,15124.36,15224.11
3/12/2014,15003.80,15020.14,14828.18,14830.39
3/13/2014,14847.72,14919.84,14790.48,14815.98
3/14/2014,14526.28,14539.60,14280.75,14327.66
3/17/2014,14254.32,14359.16,14203.21,14277.67
3/18/2014,14491.41,14533.25,14399.72,14411.27
3/19/2014,14495.73,14663.54,14302.37,14462.52
3/20/2014,14548.76,14548.76,14207.83,14224.23
3/24/2014,14297.58,14514.28,14287.28,14475.30
3/25/2014,14401.69,14531.79,14312.08,14423.19
3/26/2014,14521.00,14569.90,14401.42,14477.16
3/27/2014,14305.67,14659.85,14227.81,14622.89
3/28/2014,14576.25,14713.45,14520.57,14696.03
3/31/2014,14839.54,14843.67,14718.01,14827.83
4/1/2014,14870.51,14870.51,14751.29,14791.99
4/2/2014,14897.88,15069.61,14893.17,14946.32
4/3/2014,15009.18,15164.39,14976.36,15071.88
4/4/2014,15005.54,15098.38,15000.69,15063.77
4/7/2014,14880.82,14895.58,14764.37,14808.85
4/8/2014,14715.80,14740.10,14605.31,14606.88
4/9/2014,14436.05,14502.02,14279.34,14299.69
4/10/2014,14484.54,14513.14,14234.45,14300.12
4/11/2014,14027.80,14065.97,13885.11,13960.05
4/14/2014,13887.23,14008.29,13885.22,13910.16
4/15/2014,14068.75,14096.86,13969.17,13996.81
4/16/2014,14126.87,14420.30,14125.59,14417.68
4/17/2014,14395.95,14500.66,14351.85,14417.53
4/18/2014,14489.37,14536.67,14442.74,14516.27
4/21/2014,14549.45,14649.50,14503.17,14512.38
4/22/2014,14586.29,14604.30,14388.77,14388.77
4/23/2014,14480.41,14546.27,14459.29,14546.27
4/24/2014,14563.25,14563.25,14367.13,14404.99
4/25/2014,14369.72,14554.32,14327.60,14429.26
4/28/2014,14289.82,14324.03,14224.47,14288.23
4/30/2014,14393.51,14421.22,14275.69,14304.11
5/1/2014,14341.09,14493.03,14341.09,14485.13
5/2/2014,14454.44,14473.75,14405.77,14457.51
5/7/2014,14296.25,14299.13,14033.45,14033.45
5/8/2014,14136.41,14254.44,14108.16,14163.78
5/9/2014,14101.98,14266.29,14091.20,14199.59
5/12/2014,14173.49,14234.49,14130.30,14149.52
5/13/2014,14367.94,14464.01,14359.74,14425.44
5/14/2014,14385.60,14419.65,14349.87,14405.76
5/15/2014,14280.51,14306.36,14190.27,14298.21
5/16/2014,14087.76,14108.44,14016.49,14096.59
5/19/2014,14130.09,14150.50,13991.80,14006.44
5/20/2014,14088.45,14144.04,14038.06,14075.25
5/21/2014,13969.71,14054.24,13964.43,14042.17
5/22/2014,14188.28,14369.02,14147.55,14337.79
5/23/2014,14411.10,14528.04,14404.80,14462.17
5/26/2014,14592.60,14602.52,14531.32,14602.52
5/27/2014,14589.79,14744.16,14588.68,14636.52
5/28/2014,14646.93,14717.29,14608.54,14670.95
5/29/2014,14585.64,14714.95,14574.02,14681.72
5/30/2014,14707.66,14741.10,14591.62,14632.38
6/2/2014,14777.51,14963.91,14777.51,14935.92
6/3/2014,15089.04,15091.49,15026.01,15034.25
6/4/2014,15067.41,15071.78,14985.21,15067.96
6/5/2014,15112.59,15141.14,15016.81,15079.37
6/6/2014,15138.75,15144.34,15042.59,15077.24
6/9/2014,15204.31,15206.57,15116.03,15124.00
6/10/2014,15130.74,15184.77,14966.80,14994.80
6/11/2014,15000.13,15075.72,14998.63,15069.48
6/12/2014,14942.15,14992.96,14862.08,14973.53
6/13/2014,14830.99,15121.64,14830.99,15097.84
6/16/2014,15049.61,15056.75,14867.15,14933.29
6/17/2014,14962.99,15026.96,14948.54,14975.97
6/18/2014,15009.89,15139.99,14995.45,15115.80
6/19/2014,15140.35,15375.38,15138.28,15361.16
6/20/2014,15359.60,15422.06,15305.43,15349.42
6/23/2014,15419.47,15442.67,15335.88,15369.28
6/24/2014,15300.50,15424.57,15252.27,15376.24
6/25/2014,15297.24,15347.88,15265.71,15266.61
6/26/2014,15320.13,15345.12,15278.22,15308.49
6/27/2014,15290.75,15293.82,15027.31,15095.00
6/30/2014,15159.45,15177.87,15052.34,15162.10
7/1/2014,15179.64,15389.08,15145.87,15326.20
7/2/2014,15406.23,15444.63,15354.91,15369.97
7/3/2014,15435.34,15435.34,15324.32,15348.29
7/4/2014,15490.37,15490.37,15420.07,15437.13
7/7/2014,15433.49,15477.77,15379.44,15379.44
7/8/2014,15304.27,15389.89,15225.11,15314.41
7/9/2014,15194.32,15302.65,15185.32,15302.65
7/10/2014,15318.30,15326.78,15215.43,15216.47
7/11/2014,15102.59,15204.01,15101.49,15164.04
7/14/2014,15199.18,15324.95,15179.49,15296.82
7/15/2014,15354.43,15441.54,15346.09,15395.16
7/16/2014,15369.66,15423.96,15355.00,15379.30
7/17/2014,15422.87,15465.74,15347.85,15370.26
7/18/2014,15174.08,15220.50,15110.45,15215.71
7/22/2014,15296.42,15392.02,15287.93,15343.28
7/23/2014,15367.16,15376.20,15317.37,15328.56
7/24/2014,15350.28,15383.11,15232.14,15284.42
7/25/2014,15342.46,15457.87,15341.69,15457.87
7/28/2014,15426.98,15556.62,15426.98,15529.40
7/29/2014,15564.79,15632.70,15556.02,15618.07
7/30/2014,15616.89,15666.62,15594.89,15646.23
7/31/2014,15732.78,15759.66,15618.85,15620.77
8/1/2014,15511.54,15602.13,15501.15,15523.11
8/4/2014,15474.65,15535.62,15440.21,15474.50
8/5/2014,15506.87,15507.32,15313.84,15320.31
8/6/2014,15260.00,15271.14,15121.43,15159.79
8/7/2014,15138.72,15243.06,15061.99,15232.37
8/8/2014,15063.73,15074.32,14753.84,14778.37
8/11/2014,15022.64,15161.54,14973.71,15130.52
8/12/2014,15164.73,15235.98,15125.93,15161.31
8/13/2014,15111.76,15235.90,15108.53,15213.63
8/14/2014,15284.38,15338.85,15272.90,15314.57
8/15/2014,15317.15,15328.34,15276.99,15318.34
8/18/2014,15318.50,15365.35,15303.39,15322.60
8/19/2014,15451.94,15476.05,15429.11,15449.79
8/20/2014,15485.93,15492.88,15433.72,15454.45
8/21/2014,15530.98,15601.99,15525.78,15586.20
8/22/2014,15618.05,15628.78,15524.43,15539.19
8/25/2014,15609.43,15628.61,15553.51,15613.25
8/26/2014,15609.64,15613.34,15519.42,15521.22
8/27/2014,15556.56,15588.22,15465.99,15534.82
8/28/2014,15482.27,15487.99,15423.90,15459.86
8/29/2014,15423.88,15447.81,15356.00,15424.59
9/1/2014,15454.59,15478.77,15440.99,15476.60
9/2/2014,15526.94,15737.36,15516.50,15668.60
9/3/2014,15797.79,15829.38,15723.54,15728.35
9/4/2014,15701.61,15732.76,15663.59,15676.18
9/5/2014,15792.64,15792.64,15641.37,15668.68
9/8/2014,15718.13,15730.33,15656.40,15705.11
9/9/2014,15795.82,15795.82,15736.13,15749.15
9/10/2014,15688.55,15795.60,15664.79,15788.78
9/11/2014,15880.91,15925.51,15854.30,15909.20
9/12/2014,15885.04,15984.90,15885.04,15948.29
9/16/2014,15896.06,15938.31,15871.12,15911.53
9/17/2014,15948.15,15969.41,15888.67,15888.67
9/18/2014,16036.47,16106.11,16003.46,16067.57
9/19/2014,16177.94,16364.08,16170.86,16321.17
9/22/2014,16281.36,16299.13,16170.11,16205.90
9/24/2014,16105.56,16203.94,16094.59,16167.45
9/25/2014,16327.19,16374.14,16303.91,16374.14
9/26/2014,16087.95,16251.67,16087.95,16229.86
9/29/2014,16339.03,16344.32,16262.00,16310.64
9/30/2014,16252.72,16252.72,16058.72,16173.52
10/1/2014,16173.39,16225.96,16081.01,16082.25
10/2/2014,15895.20,15922.51,15646.40,15661.99
10/3/2014,15616.48,15708.65,15559.07,15708.65
10/6/2014,15882.28,15970.65,15808.22,15890.95
10/7/2014,15841.17,15913.52,15755.57,15783.83
10/8/2014,15574.60,15643.63,15520.81,15595.98
10/9/2014,15681.53,15732.32,15461.09,15478.93
10/10/2014,15292.88,15345.78,15221.83,15300.55
10/14/2014,15036.87,15089.90,14919.71,14936.51
10/15/2014,15009.75,15084.61,14916.65,15073.52
10/16/2014,14805.16,14807.08,14672.55,14738.38
10/17/2014,14796.32,14830.67,14529.03,14532.51
10/20/2014,14822.84,15111.23,14819.69,15111.23
10/21/2014,15115.29,15115.29,14761.84,14804.28
10/22/2014,15038.19,15195.78,15001.43,15195.77
10/23/2014,15093.78,15232.51,15059.64,15138.96
10/24/2014,15354.35,15377.05,15232.00,15291.64
10/27/2014,15404.28,15424.05,15333.71,15388.72
10/28/2014,15363.28,15374.46,15263.36,15329.91
10/29/2014,15442.39,15595.29,15394.79,15553.91
10/30/2014,15596.50,15701.04,15584.83,15658.20
10/31/2014,15817.14,16533.91,15817.14,16413.76
11/4/2014,16732.85,17127.66,16720.99,16862.47
11/5/2014,16785.44,16995.02,16778.28,16937.32
11/6/2014,16993.46,17045.94,16725.45,16792.48
11/7/2014,16934.04,16938.20,16824.08,16880.38
11/10/2014,16758.27,16818.05,16713.37,16780.53
11/11/2014,16869.49,17160.12,16855.30,17124.11
11/12/2014,17253.12,17443.74,17170.00,17197.05
11/13/2014,17192.00,17400.77,17099.95,17392.79
11/14/2014,17520.54,17520.54,17300.19,17490.83
11/17/2014,17381.38,17409.32,16907.43,16973.80
11/18/2014,17188.84,17356.76,17186.50,17344.06
11/19/2014,17384.31,17472.57,17280.76,17288.75
11/20/2014,17407.69,17407.69,17270.70,17300.86
11/21/2014,17285.72,17381.59,17108.20,17357.51
11/25/2014,17490.39,17490.39,17372.71,17407.62
11/26/2014,17347.97,17432.57,17335.99,17383.58
11/27/2014,17310.49,17346.85,17212.48,17248.50
11/28/2014,17340.16,17471.90,17330.84,17459.85
12/1/2014,17475.10,17649.02,17474.27,17590.10
12/2/2014,17481.06,17687.70,17476.42,17663.22
12/3/2014,17772.15,17881.76,17696.36,17720.43
12/4/2014,17881.91,17912.59,17813.01,17887.21
12/5/2014,17821.85,17922.29,17759.36,17920.45
12/8/2014,18004.66,18030.83,17869.74,17935.64
12/9/2014,17820.24,17892.16,17773.30,17813.38
12/10/2014,17623.35,17658.14,17308.82,17412.58
12/11/2014,17180.49,17289.73,17043.63,17257.40
12/12/2014,17317.69,17526.19,17298.19,17371.58
12/15/2014,17111.49,17258.32,17037.21,17099.40
12/16/2014,16862.42,16895.39,16714.83,16755.32
12/17/2014,16689.34,16891.02,16672.94,16819.73
12/18/2014,17142.95,17274.23,17136.41,17210.05
12/19/2014,17511.01,17621.40,17471.60,17621.40
12/22/2014,17685.53,17692.58,17572.62,17635.14
12/24/2014,17842.04,17875.41,17800.42,17854.23
12/25/2014,17804.84,17832.47,17773.59,17808.75
12/26/2014,17778.91,17843.73,17769.01,17818.96
12/29/2014,17914.55,17914.55,17525.66,17729.84
12/30/2014,17702.12,17713.76,17450.77,17450.77
1/5/2015,17325.68,17540.92,17219.22,17408.71
1/6/2015,17101.58,17111.36,16881.73,16883.19
1/7/2015,16808.26,16974.61,16808.26,16885.33
1/8/2015,17067.40,17243.71,17016.09,17167.10
1/9/2015,17318.74,17342.65,17129.53,17197.73
1/13/2015,16970.88,17087.71,16828.27,17087.71
1/14/2015,16961.82,17036.72,16770.56,16795.96
1/15/2015,16872.95,17141.98,16856.22,17108.70
1/16/2015,16812.96,16864.34,16592.57,16864.16
1/19/2015,17000.78,17039.80,16911.58,17014.29
1/20/2015,17071.65,17366.30,17066.77,17366.30
1/21/2015,17308.72,17329.03,17181.55,17280.48
1/22/2015,17306.64,17355.74,17229.21,17329.02
1/23/2015,17520.63,17532.06,17460.76,17511.75
1/26/2015,17285.71,17471.94,17285.71,17468.52
1/27/2015,17649.40,17768.41,17633.47,17768.30
1/28/2015,17615.93,17850.59,17615.93,17795.73
1/29/2015,17666.91,17778.83,17575.10,17606.22
1/30/2015,17788.74,17808.47,17661.10,17674.39
2/2/2015,17536.61,17628.40,17459.45,17558.04
2/3/2015,17654.60,17654.60,17271.87,17335.85
2/4/2015,17549.30,17743.11,17535.04,17678.74
2/5/2015,17589.21,17619.34,17484.67,17504.62
2/6/2015,17696.18,17700.67,17603.07,17648.50
2/9/2015,17790.31,17799.49,17653.61,17711.93
2/10/2015,17662.67,17673.27,17550.03,17652.68
2/12/2015,17899.40,18005.45,17884.34,17979.72
2/13/2015,17892.10,17962.11,17864.55,17913.36
2/16/2015,18024.01,18074.26,17978.90,18004.77
2/17/2015,17949.70,18009.45,17901.26,17987.09
